product_id,lead_time_days,safety_stock
8014301,5,39
8033670,5,7
8014300,3,33
8112048,3,29
8033669,7,38
8033668,6,31
8112047,4,8
8112051,4,25
8112049,5,27
8112050,2,24
8033667,6,20
8033666,4,5
8133333,5,35
8033661,3,7
8014303,2,11
8033662,2,39
8033676,5,20
8033674,7,40
8033675,6,34
8014302,5,6
8033673,5,16
8033671,3,16
8033672,2,27
8133335,2,19
8133331,5,9
8133329,3,27
8112052,2,27
8033677,7,31
8016857,5,27
8016858,5,12
8016856,6,32
8016859,6,30
8132405,6,37
8134079,7,26
8013123,3,19
8024282,5,28
8134080,6,25
8008144,5,18
8021382,5,29
8138119,7,30
8138117,6,16
8043048,7,24
8043049,7,7
8043047,5,9
8017014,5,23
8140350,4,6
8122895,4,24
8140351,2,16
8122896,2,20
8129609,6,33
8110721,4,34
8110720,7,40
8133849,6,13
8110723,5,11
8110722,3,32
8110719,2,12
8110718,5,28
8128954,3,14
8120825,4,27
8141963,2,31
8007763,4,38
8042711,7,22
8043535,6,33
8043536,7,34
8012636,3,30
8138339,4,8
8025882,5,7
8020810,5,31
8002304,7,21
8014836,6,36
8022485,7,39
8022484,4,16
8023845,5,34
8034180,6,33
8018566,5,34
8122236,3,30
8137381,5,21
8002363,7,25
8002362,2,35
8002361,5,28
8002364,5,5
8011946,6,13
8002384,5,5
8025509,6,28
8007444,4,23
8007443,2,24
8007442,7,15
8007445,5,15
8031928,2,31
8017663,6,14
8031929,4,13
8137370,4,32
8137369,5,25
8137368,7,23
8137371,5,31
8137384,4,38
8011947,4,19
8011948,6,23
8002386,6,15
8002306,6,5
8002387,4,7
8002308,4,23
8002307,6,40
8026847,3,25
8020811,6,28
8137387,3,38
8137386,2,28
8011940,6,26
8011941,7,19
8011942,3,23
8020531,3,33
8017666,6,36
8022630,2,8
8007435,6,5
8007434,3,23
8007433,5,14
8007436,3,5
8007437,4,35
8031141,6,25
8031289,6,15
8031142,6,6
8012289,4,36
8012288,3,33
8030080,5,17
8019894,2,6
8030081,6,37
8011957,2,19
8005530,6,7
8005529,2,10
8005528,2,7
8005531,5,25
8005532,7,20
8005535,3,22
8005534,5,15
8005533,7,7
8005536,6,34
8005537,6,22
8029932,6,6
8018735,2,20
8030975,5,31
8030974,3,14
8017664,5,16
8019342,3,9
8020775,4,14
8020774,2,29
8005434,4,18
8005433,3,16
8005432,2,14
8005435,3,11
8002385,2,10
8005438,2,15
8005437,6,26
8005436,5,25
8005439,4,30
8005440,7,7
8005424,2,27
8005423,6,30
8005422,7,26
8005425,7,11
8005426,6,22
8005429,4,6
8005428,2,32
8005427,3,37
8005430,2,26
8005431,6,12
8124753,3,13
8124752,3,7
8011943,2,33
9931770,7,14
9931769,3,19
8012035,6,31
9931771,2,35
9931772,4,37
8005451,5,6
8015851,4,14
8005452,5,36
8038643,5,11
8038646,2,7
8038647,3,17
8038648,6,29
8020864,6,14
8011955,3,35
8011956,6,17
8138865,7,20
8007280,5,32
8007278,2,11
8025530,6,37
8013453,3,13
8029475,6,38
8124302,6,5
8124303,5,39
8124301,2,22
8130038,3,34
8008833,5,17
8023028,4,25
8009075,5,35
8031537,4,16
8031388,4,5
8031389,6,28
8009074,4,40
8017480,6,39
8035732,4,37
8029937,7,9
8005467,4,34
8005466,6,14
8005465,7,32
8038642,5,38
8038641,5,40
8038640,6,31
8002374,3,10
8011949,2,25
8002376,3,39
8019292,4,17
8011950,7,38
8011951,6,12
8005450,6,16
8005449,2,20
8005448,5,36
8007448,7,15
8007447,4,17
8007446,7,28
8007449,3,40
8002393,5,34
8007450,3,8
8002388,5,31
8005447,3,21
8005446,4,32
8005445,4,31
8011983,6,8
8137380,2,22
8137379,2,6
8137378,2,27
8137377,3,7
8137376,2,6
8137374,6,13
8137385,4,26
8038638,6,16
8021220,3,17
8038637,2,33
8038639,7,27
8005411,5,9
8005410,6,16
8005409,7,25
8005412,4,24
8005420,3,16
8005419,6,16
8005418,7,36
8005421,5,20
8029949,5,34
8038650,6,34
8038653,2,22
8009052,5,39
8009053,3,36
8005462,4,33
8005461,6,21
8005460,3,33
8005463,5,33
8005464,7,29
8005415,3,25
8005414,4,32
8005413,4,33
8005470,4,34
8005417,7,18
8007430,4,9
8007429,3,13
8007428,4,17
8007431,2,28
8007432,5,26
8017665,3,17
8019268,5,36
8020530,7,18
8018903,4,8
8021264,4,24
8002310,4,14
8002309,7,14
8005408,4,5
8002311,5,27
8014658,3,16
8137346,7,30
8137345,2,34
8137344,2,15
8137347,3,28
8025529,5,30
8137523,2,29
8024363,3,20
8137524,2,33
8005457,6,12
8005456,2,39
8005455,6,14
8005458,4,12
8005459,6,37
8140082,6,24
8137382,7,12
8034182,2,17
8038634,2,33
8038633,4,28
8038636,4,33
8037511,5,6
8005454,4,16
8002322,7,17
8002321,7,27
8005416,5,6
8002325,3,16
8024267,4,18
8017660,3,40
8015554,4,14
8015553,6,11
8015552,7,9
8007534,3,38
8009054,3,33
8021533,3,34
8030743,3,23
8027939,5,15
8021534,5,30
8021012,2,14
8002359,4,6
8002358,2,5
8012629,2,23
8012630,4,10
8012631,2,25
8007440,3,6
8007439,6,21
8007438,5,12
8007441,7,15
8030082,7,12
8002351,3,18
8005538,2,5
8002349,5,27
8002352,3,32
8137366,3,18
8137365,6,24
8137364,3,17
8137367,2,32
8137355,3,7
8137352,3,36
8137350,2,28
8137358,3,39
8137383,4,22
8005443,4,20
8005442,6,30
8002353,3,10
8005444,6,11
8009639,4,14
8009055,4,37
8009056,7,24
8009057,7,38
8042005,6,28
8042004,5,9
9999514,6,6
9999513,4,30
8121356,3,22
8113600,2,7
8113601,7,25
8021488,3,16
8021633,2,16
8025098,7,26
8025099,4,6
8025097,6,11
8020901,2,28
8020902,4,19
8019588,5,27
8121997,4,34
8022336,3,35
8019589,7,38
8121998,3,13
8022338,3,23
8035508,4,19
8143803,2,23
8136905,2,8
8137606,2,18
8137607,3,25
8141689,3,12
8142399,3,34
8142400,4,30
8142401,2,12
8026986,2,15
8023308,4,16
8143798,4,30
8029084,7,29
8027889,2,12
8143816,5,5
8135026,3,5
8135024,5,30
8135028,5,15
8135030,7,34
8142412,2,23
8142404,6,31
8137208,4,19
8141190,2,30
8136906,2,18
8034574,5,33
8034269,4,7
8142407,5,16
8116211,6,26
8037564,3,10
8143797,2,23
8143795,3,21
8143818,7,18
8143817,7,11
8029085,5,34
8027890,4,21
8031522,7,15
8031683,4,28
8143810,2,11
8133651,7,15
8141187,7,38
8142405,6,35
8116210,6,28
8030052,7,7
8030053,7,40
8142406,2,22
8116212,4,11
8032716,2,6
8141188,5,34
8143809,5,34
8136901,3,35
8040068,7,39
8040069,7,7
8143811,6,6
8133652,7,15
8142402,5,8
8142403,6,28
8026987,4,34
8023311,2,33
8143799,2,11
8133649,6,16
8126401,2,31
8143801,7,8
8118742,7,13
8143804,6,17
8123698,3,39
8123699,2,36
8143800,2,40
8133650,5,23
8021585,4,16
8121999,7,15
8021584,2,27
8122163,2,7
8136175,2,24
8143796,6,10
8143808,5,36
8117485,6,26
8128262,6,29
8117483,7,25
8117484,2,7
8017164,4,37
8132639,7,36
8126180,7,40
8021641,4,20
8021642,5,13
8043712,7,17
8009468,6,23
8135603,2,11
8135604,6,19
8022015,4,27
8043703,7,15
8013349,2,12
8043707,4,10
8009463,3,8
8009465,4,40
8043705,6,7
8034278,6,39
8043709,6,13
8009467,6,40
8135601,5,34
8135602,6,12
8043699,7,15
8043701,4,18
8043698,3,32
8013348,3,9
8009462,6,22
8009464,6,6
8043700,2,15
8009466,4,5
8043702,3,5
8013347,2,40
8013346,2,24
8009461,2,24
8009460,3,21
8039852,6,21
8039853,5,22
8041660,4,37
8120848,6,15
9994732,7,24
8000151,5,14
8027769,6,30
8027768,4,21
8027764,6,37
8027758,5,5
8142514,5,6
8027766,4,10
8136584,3,16
8142515,5,9
8136585,3,19
8027770,7,28
8128258,4,17
8140437,4,5
8120074,4,25
8120082,2,23
8130087,2,16
8126396,5,40
8136129,6,25
8141104,2,36
8136128,6,22
8120081,2,28
8120083,4,31
8128259,3,35
8120077,4,9
8120080,2,12
8120078,7,36
8120088,3,17
8120085,7,13
8120087,3,23
8135260,7,25
8138572,3,27
8138573,6,25
8135268,2,28
8135269,5,15
8130581,5,5
8130454,2,6
8135669,4,14
8142029,7,35
8134037,4,14
8132448,5,36
8128952,3,7
8011934,2,7
8024814,2,19
8115510,4,21
8115509,3,25
8026932,7,12
8004647,5,30
8009633,7,26
8004648,3,40
8128950,6,19
8134878,7,19
8134877,4,32
8001404,5,34
8032497,5,15
8140685,7,40
8001405,4,40
8032498,6,32
8141109,4,10
8001406,5,17
8034496,3,24
8136715,4,29
8136713,5,15
8136711,5,24
8136710,2,7
8009653,5,26
8009650,6,25
8132449,5,12
8019741,6,11
8128953,7,26
8037977,2,24
8128077,7,7
6310071,6,17
8008912,5,26
8128949,3,18
8115512,3,25
8109549,2,35
8109550,6,8
8009656,3,16
8032496,2,30
8142028,5,5
8122604,7,25
8122605,3,36
8037954,4,28
8014110,5,23
9999363,4,33
8141794,5,27
8135626,7,10
8135608,6,8
8117959,5,22
8110749,6,36
8110750,4,13
8140115,2,21
8142371,5,17
8142368,2,37
8142372,7,28
8142369,2,38
8129530,2,39
8122499,5,22
8126989,4,29
8122498,3,32
8122497,5,21
8040744,7,40
8022402,3,19
8019936,4,34
8022615,7,35
8139414,3,14
8124162,4,33
8139413,5,10
8124163,2,31
8134600,5,23
8130972,7,22
8134828,5,30
8111030,6,33
8136767,6,25
8142486,7,7
8134601,6,13
8124925,7,24
8030110,6,31
8142487,7,23
8116968,6,21
8140643,4,40
8140642,6,8
8140641,7,34
8140640,5,7
8123307,3,13
8123309,3,11
8123308,6,32
8142488,4,12
8025561,4,20
8028070,3,34
8019524,7,25
6310878,6,7
8041570,5,18
8016749,7,9
8005300,4,34
8034472,6,26
6310057,7,26
6310063,7,14
8041018,4,30
8034178,2,7
8034177,6,27
6310058,7,34
8038823,6,8
6310059,3,12
6310060,5,5
8018450,4,18
8038824,5,8
8037598,5,20
8034179,2,27
8016750,3,34
8024369,5,30
8024370,6,29
8019120,4,38
8137290,6,32
8033416,5,33
8033417,7,17
8140308,2,25
8140306,4,31
8140309,4,31
8140310,7,38
8140317,7,31
8140304,6,7
8140305,3,11
8140313,3,29
8140311,7,31
8140315,4,18
8140316,4,22
8140303,3,26
8140302,3,17
8140300,3,39
8121599,4,31
8135115,7,9
8135117,6,11
8135116,6,18
8007696,5,13
8004445,7,7
8004446,2,22
8017249,6,5
8004448,6,7
8005120,3,28
8140322,4,25
8140324,5,22
8140323,2,5
8142311,4,25
8142309,5,11
8142310,3,6
8128101,4,15
11145,6,34
8116829,2,18
8139940,2,38
8016741,3,28
8016740,5,27
8017695,3,34
8016699,5,13
6030887,4,18
8027210,3,7
8014430,6,10
8027211,6,38
8027209,4,18
6030888,6,7
8014432,6,33
8027212,4,15
8139019,3,19
8022229,2,34
8119823,3,32
8119824,4,33
8119822,7,17
8128764,7,14
8128763,7,29
8022651,2,8
8014433,2,31
8021672,4,25
8021410,2,39
6032693,2,30
8021730,3,30
8021482,5,30
8021483,6,7
8021681,4,36
8021426,3,17
8021422,6,17
8021430,2,8
8021423,7,31
8021425,4,33
8021486,7,27
8021705,7,27
8021440,2,16
8029019,4,21
8021684,3,31
8021443,2,12
8021704,2,31
8021429,2,21
8021427,6,33
8021428,4,25
8021658,6,12
8021420,4,29
8021703,7,19
8021702,6,24
8021424,4,30
8021409,6,38
8021417,4,34
8021416,6,37
8021419,3,10
8021701,5,23
8021414,6,13
8021413,5,10
8021439,4,30
8027358,7,26
8037803,4,19
8000089,4,11
8135788,6,6
8131369,2,31
8000086,5,40
8002249,5,39
8142784,6,5
8017345,6,28
8129173,4,7
8126169,3,39
8034749,7,14
8129168,3,36
8137514,4,37
6034306,3,30
8115663,4,27
6300426,7,38
8129175,3,26
6300425,5,26
8001130,6,35
8134910,2,36
8123484,6,36
8027312,3,36
8007364,2,5
8123482,5,21
8037805,2,17
8141731,4,16
8000090,3,28
8123442,2,26
8126174,6,32
8126173,3,38
8034750,5,12
8141730,4,6
6310706,3,15
8042106,5,38
8141732,6,24
8133423,5,7
8017347,3,19
8002241,6,27
8043423,2,25
9999510,5,6
8002237,3,39
8137515,5,20
6034311,2,21
8027359,5,14
8135789,4,16
8126176,2,34
8129176,3,5
8017346,4,25
8034751,5,20
8035542,5,19
8123483,7,7
8141729,4,6
8134908,5,35
8016920,2,16
8126175,6,19
6034309,4,15
8134909,5,22
8027357,6,31
8037804,4,26
8123383,7,35
8000088,7,30
6034313,6,22
8135787,2,8
8131368,3,24
8041321,5,6
6533221,2,12
6034110,6,6
9999508,2,29
8142783,6,12
8001131,2,22
8000099,6,40
8017344,4,30
8032012,5,21
8129172,7,32
8126167,4,16
8126168,3,15
8034748,6,18
8010269,6,32
6030746,5,18
6030739,6,35
8129171,4,33
6530745,4,26
8129167,6,5
8129169,5,40
8137513,5,11
8007938,2,10
8129170,4,21
6034300,6,30
9999598,2,5
8115661,5,15
8035543,7,33
6300420,6,38
8129174,7,22
8043422,3,28
8023857,3,12
8023877,3,31
8023878,7,8
8124671,5,33
8023858,4,19
8023859,5,14
8023860,2,24
8023861,6,18
8023879,6,13
8023862,6,22
8023863,3,39
8023864,5,7
8023880,2,22
8023865,3,22
8023866,2,11
8023867,3,13
8023868,6,38
8023869,6,8
8023870,7,23
8023871,7,36
8023872,4,25
8023873,6,13
8023874,7,19
8023875,6,29
8023876,2,16
8136822,7,22
8136823,5,8
8136821,5,22
8136832,2,25
8136833,3,20
8136831,4,21
8136820,3,34
8136819,6,37
8140131,7,8
8138132,3,25
8138131,7,31
8121173,5,17
8121171,6,29
8140602,7,25
8121172,2,28
8121170,4,39
8140601,7,13
8114590,2,7
6034503,5,20
8014088,5,8
8022243,7,18
8022244,6,8
8022245,7,40
8022246,7,33
8005571,5,30
6310403,6,32
6310402,3,27
6300174,6,33
8008436,2,15
8020202,3,12
8135660,5,32
8127875,4,36
8134348,3,26
8135661,3,22
8122926,4,15
8016031,5,21
8118790,5,15
8141292,4,36
8118788,6,11
8118789,6,15
8143101,6,13
8141291,7,29
8139513,2,21
8141293,6,12
8139511,3,14
8139512,5,23
8143102,6,32
8013451,2,32
8013452,6,17
8143100,7,34
8032616,5,36
8029972,6,23
8029914,5,22
8134739,2,28
8030973,6,31
8030846,2,5
8042602,7,10
8111840,6,30
8021717,4,27
8022511,7,16
8021629,6,15
8021711,5,30
8125361,6,6
8110877,7,16
8138739,6,10
8041567,2,34
8127124,2,30
8141058,2,37
8127126,6,7
8140827,3,16
8126397,2,8
8143079,2,39
8126859,4,28
8033344,2,38
8033343,6,14
8130009,3,10
8037969,4,21
8035153,4,8
8114588,2,11
8111896,6,37
8126280,7,15
8039411,4,27
8033345,6,21
8042641,3,25
8037970,6,21
8142444,2,16
8135059,3,21
8130539,3,36
8126950,2,10
8130540,4,29
8130541,4,22
8132208,6,34
8126279,3,9
8121079,5,21
8135058,3,26
8134557,3,23
8138207,2,6
8118717,4,30
8118718,5,13
8129477,6,11
8118716,6,30
8037784,7,27
8119441,5,37
8120033,6,31
8142180,5,7
8126281,5,10
8141207,4,40
8140118,6,8
8140153,7,24
8126976,4,22
8024283,7,16
8110458,5,13
8014976,5,29
8009984,3,33
8008143,5,8
8022641,4,14
8118741,2,27
8039562,6,26
8120756,5,19
8120399,5,38
8039539,7,32
8130221,5,19
8021874,6,35
8128079,4,39
8114022,6,14
8026894,5,28
8142176,6,31
8125583,6,19
8036413,6,24
8134568,7,7
8109483,7,36
8109484,3,13
8120449,2,29
8120758,2,36
8137255,7,40
8031204,2,26
8109475,3,39
8142586,7,29
8117977,7,39
8113299,5,13
8127427,6,23
8021876,2,31
8026897,2,26
8033269,5,10
8141168,2,5
8137256,5,14
8136589,2,24
8040817,2,14
8021877,7,36
8021879,7,39
8117675,4,20
8142175,6,39
8117139,4,20
8021880,2,6
8022613,3,34
8117138,5,21
8031086,2,25
8138833,4,38
8126585,3,32
8120532,2,39
8134602,2,7
8120533,6,16
8111407,7,26
8111031,4,7
8120757,6,30
8026900,5,32
8142177,4,29
8142731,5,11
8143556,5,15
8143103,7,20
8040547,3,6
8040548,7,35
8040545,4,39
8040546,6,38
8039854,7,15
8120846,7,20
8136035,4,17
8043056,2,10
8043055,7,5
8043054,4,12
8138209,3,32
8121257,3,16
8121263,7,36
8137611,4,27
8121258,7,38
8121262,7,21
8135916,3,32
8121254,7,39
8138208,3,22
8135917,3,12
8137610,5,36
8121259,7,17
8135918,2,38
8121253,6,16
8121252,7,22
8136654,7,37
8137609,4,29
8121261,5,30
8135919,2,28
8142671,6,32
8141323,3,27
8137612,5,30
8121255,7,33
8121256,5,31
8143115,6,23
8143116,5,27
8143114,4,19
8143117,3,40
8143118,7,17
8122601,2,15
8024799,2,25
8024800,6,35
8040634,2,13
8033911,2,31
8010441,3,10
8141760,6,37
8018315,3,32
8018314,5,34
8122602,5,22
8009832,4,26
8041313,5,12
8040635,5,5
8119085,2,36
8126066,5,6
8138144,4,28
8136422,4,6
8136421,4,26
8136420,6,7
8143654,2,5
8032038,3,26
8021606,6,16
8033910,7,35
8032039,6,21
8139337,4,17
8126400,6,7
8010460,5,12
8138331,5,9
8135488,5,14
8139745,5,9
8139332,5,25
8131022,7,36
8139336,3,31
8139333,5,8
8010357,7,38
8010358,2,30
8133424,6,9
8143774,4,40
8010459,5,7
8143773,7,31
8137500,2,16
8122599,2,23
8125658,4,9
8122600,3,16
8122598,3,18
8131023,4,7
8041109,2,36
8041110,6,26
8132310,4,10
8123175,2,22
8141761,5,21
8138332,3,31
8138333,2,35
8040302,5,35
8020838,5,22
8138928,2,8
8040349,5,40
8023364,4,25
8007454,7,17
8143513,2,28
8143514,2,8
8143515,4,18
8143516,6,23
8139520,7,7
8139529,6,14
8139522,6,33
8139521,2,28
8139530,6,18
8041165,6,21
8122743,5,18
8110298,2,40
8135140,5,36
8110297,2,18
8110296,7,26
8041166,3,12
8041167,3,38
8133769,2,25
8133768,2,21
8133772,4,36
8133771,6,14
8133773,2,40
8133780,3,40
8133787,2,40
8133798,7,32
8134718,4,15
8134719,6,21
8135732,5,35
8133770,7,19
8135191,7,15
8141702,6,31
8143685,6,26
8134721,3,23
8135736,5,8
8140612,3,13
8134723,2,22
8134722,2,23
8141897,4,16
8135734,7,28
8035213,2,19
8129567,3,7
8035212,5,11
8143687,5,7
8131372,5,18
8132484,7,17
8134307,6,9
8143433,2,7
8140793,4,15
8143432,6,8
8136956,5,36
8136728,4,24
8143431,2,5
8136729,7,20
8143434,6,39
8142453,6,35
8141886,3,12
8135730,6,24
8141703,2,39
8143686,4,39
8136762,4,33
8136763,5,8
8136957,6,39
8136958,6,39
8143690,7,14
8133764,2,37
8140618,6,8
8140619,5,9
8142934,7,11
8142937,3,37
8142936,4,6
8142935,6,8
8140616,7,40
8142939,4,35
8142938,3,18
8134711,6,7
8134712,3,7
8134713,3,11
8134714,7,9
8143274,7,8
8143275,4,18
8143276,7,36
8143277,6,17
8140611,2,26
8133767,4,17
8136959,2,25
8136960,5,8
8143675,2,36
8143676,2,40
8133766,2,16
8143689,6,13
8136963,4,9
8143688,3,6
8143588,6,7
8141682,4,8
8134720,7,31
8142921,4,8
8142924,4,40
8142923,4,23
8142922,3,16
8142925,5,11
8142920,6,8
8142928,2,25
8142930,7,13
8142929,7,26
8142926,4,10
8141892,5,32
8141891,4,36
8141903,5,30
8141898,6,5
8141904,6,20
8141905,3,10
8143674,4,27
8141893,5,17
8141895,3,21
8141894,3,28
8141896,7,26
8142933,7,23
8142932,2,15
8142931,5,17
8129705,7,8
8141887,2,35
8141888,7,18
8141890,2,22
8141889,4,34
8110921,7,33
8133765,6,9
8143279,3,19
8143278,6,32
8113387,4,13
8035292,3,23
8143837,3,15
8035293,7,12
8133796,7,13
8133793,6,16
8133795,5,22
8133789,2,5
8133791,7,7
8133783,4,15
8133784,3,11
8133785,7,31
8133786,2,37
8133801,3,28
8138368,2,6
8137419,6,12
8137422,4,9
8137421,6,13
8137420,4,18
8140791,5,11
8140789,3,25
8142913,4,36
8142914,3,22
8142915,7,8
8143679,4,8
8143678,6,22
8143681,7,34
8140790,4,15
8140788,7,17
8136121,5,26
8136122,2,29
8133800,5,12
8133799,5,24
8143710,2,16
8135862,3,38
8117604,5,40
8117603,5,35
8143711,3,14
8128607,7,25
8128608,2,16
8143708,7,27
8143712,6,37
8138977,7,21
8138979,2,37
8143709,6,37
8140307,5,10
8123446,7,31
8143586,4,36
8143587,2,32
8143707,6,19
8133778,6,38
8133810,3,15
8133774,5,15
8133776,5,26
8133803,7,19
8133805,6,22
8110922,6,14
8040515,6,37
8117606,4,35
8117605,7,38
8134059,4,23
8134061,6,5
6031148,6,21
6031149,7,23
8131331,6,8
6300364,3,16
6031147,4,8
6300365,4,38
8001045,2,5
6031146,5,30
8038725,6,36
8130505,2,39
8134792,2,34
8036039,3,25
8134793,3,40
8036044,4,36
8036045,7,24
8119296,7,30
8119295,4,5
8119299,6,9
8119298,4,35
8120380,7,8
8134794,2,26
8134795,3,9
8134797,6,8
8120379,7,39
8134796,5,28
8036091,4,15
8036093,5,26
8036089,6,25
8036090,5,24
8139482,5,30
8035970,4,22
8036085,5,38
8036086,7,38
8110868,2,10
8110867,7,20
8040182,2,40
8040181,2,18
8040177,3,22
8040178,3,36
8040180,5,24
8040179,3,34
8110619,7,21
8110618,7,24
8110865,2,19
8110864,4,33
8134798,3,18
8036057,7,13
8036058,6,18
8139481,4,10
8139480,4,6
8040164,7,7
8040162,3,23
8040163,3,27
8110880,5,13
8110881,4,12
8035966,5,9
8134804,5,21
8139479,2,24
8119305,3,33
8134800,7,25
8134799,7,24
8134803,4,13
8035969,3,5
8035968,3,16
8040167,5,40
8040166,4,23
8110873,4,5
8110874,2,32
8143084,7,17
8143090,6,12
8143097,4,5
8143094,3,17
8143095,3,27
8143096,4,33
8143091,6,9
8035962,5,20
8110878,6,13
8110879,6,6
8036041,7,21
8036042,5,32
8119301,3,9
8119302,5,28
8119304,7,10
8119303,2,27
8036087,5,18
8110885,4,11
8110884,6,10
8040176,5,18
8040175,2,31
8110631,5,20
8141051,2,12
8134801,3,10
8134802,4,20
8130504,2,35
8143180,6,16
8143181,2,39
8143179,4,30
8143182,5,38
8038940,3,7
8141641,2,23
8133612,2,19
6300383,2,40
6300390,6,9
8128519,6,32
8134923,6,5
8134925,6,35
8135477,7,15
8143943,2,20
8016746,2,38
8016747,6,19
8128521,6,27
8134926,4,28
8016748,3,24
8135478,2,30
8016744,2,22
8016745,2,18
6033117,4,22
6300381,4,7
6300382,7,12
8143947,5,30
8119433,5,14
8134928,5,6
8110400,6,36
8110398,2,19
8110399,6,8
8119436,5,33
8114786,7,20
8114787,2,38
8134927,5,7
8114788,6,34
8114784,4,27
8114785,2,20
8143945,3,37
8143941,6,14
8040220,5,29
8034453,7,39
8034454,2,11
8034455,5,24
8034451,2,18
8034452,6,25
8143944,2,37
8128520,6,40
8010437,5,10
8010438,2,36
8141294,2,29
8010439,7,5
8135479,2,13
8010435,4,30
8010436,5,28
8143942,6,36
8040223,4,7
6300346,5,17
8005501,5,23
8134820,7,10
8134821,4,20
8134823,3,5
8134822,7,19
8134818,2,8
8134819,6,32
8143946,7,20
8143787,2,12
8143788,6,17
8143785,3,32
8143786,4,24
8137713,5,32
8130932,4,12
8130931,4,7
8130930,3,28
8042661,3,28
8042870,7,23
8042864,4,27
8042865,2,39
8042871,5,24
8130940,3,20
8130941,6,22
8130935,7,26
8130929,3,14
8130934,7,9
8130933,3,40
8115825,3,36
8115824,5,35
8134249,5,39
8021502,7,16
8134672,6,5
8004799,5,12
8140276,6,20
8140274,7,17
8143511,6,13
8140273,5,6
8140275,2,8
8143512,6,30
8117942,4,39
8141670,6,36
8141744,5,20
8004250,3,24
8141746,4,12
8141745,4,17
8112003,4,6
8112004,5,22
8141400,2,21
8004804,6,31
8134812,5,16
8134731,3,8
8134810,5,27
8135781,6,26
8135780,2,25
8135782,2,24
8023090,7,26
8033409,5,21
8128091,7,25
8128090,7,33
8128089,3,5
8128088,2,9
8119277,5,36
8009499,5,14
8009498,4,33
8136222,4,31
8139938,6,35
8139939,4,18
8024662,5,9
8024663,2,12
8036784,7,15
8032568,2,14
8134436,7,15
8134440,2,9
6530316,7,35
8001114,2,13
8019442,5,35
8134438,3,38
8134439,6,40
8134437,5,18
8031775,5,31
6310585,2,32
8128633,4,6
8128634,2,26
8111808,6,16
8141939,4,6
8123700,7,27
8031791,6,24
8031792,6,36
8128630,7,27
8128631,5,38
6310583,3,30
8031768,5,29
8031782,5,13
6310584,4,26
8031769,6,5
8031776,2,16
8111807,4,29
8031770,7,32
8031779,3,22
8031771,5,24
8031781,5,26
8143888,4,10
8132862,6,17
8143889,4,9
8143894,4,7
8143893,7,26
8040418,5,19
8143890,4,26
8143891,2,10
8031786,7,38
8022324,5,7
8028230,2,17
8118701,5,9
8027908,6,40
8133708,4,20
8022323,2,6
8027907,7,32
8035937,3,21
6535972,6,36
6535973,5,14
8131332,6,32
6535974,3,6
6535976,5,28
8038724,4,6
6039798,7,11
6039799,7,30
8039017,4,32
8039014,2,38
6039794,3,37
6039770,6,10
6039771,6,12
6039767,4,19
6039766,6,26
6039811,4,21
6039812,7,37
6039808,2,14
8014161,3,14
8014158,2,21
6032669,7,18
6032668,7,17
6032666,5,16
8140036,7,32
8020413,2,8
8025248,6,8
8020017,3,7
8041823,6,27
8041824,7,30
8142755,3,14
8142756,4,35
6533119,3,39
8019984,3,38
8126684,7,13
8029614,4,36
6300503,2,40
8142357,2,13
8117996,3,38
8032465,5,27
8014740,4,11
8141799,3,17
8141631,3,32
8010901,3,17
8132174,2,37
8038698,2,19
8034849,3,36
8141173,4,39
8136351,4,13
8141630,4,37
8124649,7,28
8129449,5,11
8019887,2,6
8034848,6,32
8132173,4,17
8021756,5,27
8032153,2,35
8141796,2,22
8029615,5,32
8001249,2,12
8001250,4,36
8038184,4,17
8026153,5,16
8133036,5,37
8014146,5,5
8029077,2,37
8124652,7,25
8025472,5,14
8135483,5,18
8124653,5,26
8142358,3,33
8113512,7,28
8113511,3,31
8026151,3,5
8031494,7,35
8118467,6,10
8033431,2,20
8143421,6,29
8042442,2,31
8136363,5,37
8141175,2,35
8131717,7,7
8141637,2,11
8040048,4,21
8036587,3,25
8020606,2,39
8020604,3,38
8020605,7,23
8114425,7,5
8034850,2,29
8132042,4,24
8129448,7,29
8135484,5,39
8013459,5,10
8012988,6,21
8113509,5,16
8016938,5,5
8127816,5,18
8127817,5,14
8114974,7,40
8114973,5,36
8038719,7,18
8043405,2,26
8043401,3,32
8143423,4,25
8143136,4,25
8139141,3,16
8139139,7,11
8139140,3,5
8019136,5,34
8032159,7,6
8114423,6,18
8114422,6,7
6300285,6,30
8121131,5,9
8114426,6,34
8138137,2,38
8038862,5,30
8127815,2,25
8127814,3,39
8033811,5,11
8033810,7,5
8114975,4,37
8114976,4,23
8034462,7,10
8138367,7,9
8142437,7,10
8140644,6,26
8029617,6,30
8038860,2,34
8020732,3,9
8010823,2,38
6310149,7,27
8020273,5,15
8123471,7,6
8010431,2,39
8010432,7,14
8141172,2,19
8032152,6,11
8034463,4,22
8021431,7,37
8125501,4,6
8125494,7,13
8125496,5,23
8132740,5,5
8125491,7,40
8125487,3,36
8125488,3,24
8125489,5,17
8134492,3,7
8125492,5,10
8127290,5,31
8127289,7,16
8119132,7,32
6310128,3,37
6033320,7,22
8009617,4,25
6310129,5,20
8009618,6,8
6034341,3,27
8129041,3,16
8028453,3,29
8129042,3,40
8028454,6,18
8136134,7,28
8136135,6,16
9999596,6,11
6031184,4,33
8033861,2,38
9999597,6,26
6030179,4,5
