product_id,current_stock,min_stock,max_stock,reorder_point
8038823,43,8,208,78
6310059,175,12,174,69
6310060,104,5,185,68
8018450,279,18,244,97
8038824,68,8,212,79
8037598,67,20,199,83
8034179,114,27,208,90
8016750,40,34,188,88
8024369,103,30,127,64
8024370,271,29,258,109
8019120,182,38,157,80
8137290,18,32,181,84
8033416,260,33,223,100
8033417,79,17,146,62
8140308,168,25,238,100
8140306,58,31,102,56
8140309,42,31,173,81
8140310,61,38,163,82
8140317,29,31,115,60
8140304,30,7,198,74
8140305,98,11,157,62
8140313,168,29,128,64
8140311,68,31,118,61
8140315,70,18,226,91
8140316,42,22,189,80
8140303,13,26,262,109
8140302,72,17,87,42
8140300,57,39,132,72
8121599,123,31,176,82
8135115,181,9,145,57
8135117,134,11,152,60
8135116,14,18,154,66
8007696,180,13,227,88
8004445,223,7,188,70
8004446,225,22,247,101
8017249,237,5,202,74
8004448,174,7,233,86
8005120,8,28,105,55
8140322,65,25,132,62
8140324,122,22,255,104
8140323,32,5,168,62
8142311,36,25,140,65
8142309,77,11,75,33
8142310,141,6,111,43
8128101,27,15,82,38
11145,281,34,254,111
8116829,135,18,152,65
8139940,57,38,247,111
8016741,262,28,230,99
8016740,21,27,217,94
8017695,123,34,234,104
8016699,68,13,219,85
6030887,82,18,128,57
8027210,127,7,146,56
8014430,96,10,78,34
8027211,18,38,242,109
8027209,57,18,98,46
6030888,59,7,94,37
8014432,40,33,126,66
8027212,30,15,218,86
8139019,85,19,216,88
8022229,126,34,104,59
8119823,24,32,127,65
8119824,130,33,232,103
8119822,124,17,215,86
8128764,155,14,261,100
8128763,20,29,146,70
8022651,31,8,94,38
8014433,123,31,126,64
8021672,271,25,231,97
8021410,166,39,213,100
6032693,157,30,277,116
8021730,113,30,123,63
8021482,156,30,135,67
8021483,157,7,206,77
8021681,31,36,141,73
8021426,68,17,139,60
8021422,15,17,213,86
8021430,132,8,186,70
8021423,200,31,267,114
8021425,61,33,209,95
8021486,94,27,101,53
8021705,57,27,227,97
8021440,80,16,222,88
8029019,131,21,127,58
8021684,217,31,235,102
8021443,105,12,123,51
8021704,131,31,107,58
8021429,67,21,181,77
8021427,145,33,202,92
8021428,186,25,213,91
8021658,59,12,233,89
8021420,84,29,219,96
8021703,68,19,99,47
8021702,67,24,248,102
8021424,144,30,134,66
8021409,173,38,279,122
8021417,250,34,211,96
8021416,69,37,186,89
8021419,87,10,127,51
8021701,167,23,232,96
8021414,193,13,207,81
8021413,135,10,113,46
8021439,143,30,107,57
8027358,92,26,143,67
8037803,95,19,138,61
8000089,22,11,168,66
8135788,78,6,122,47
8131369,248,31,231,101
8000086,212,40,282,125
8002249,145,39,173,86
8142784,56,5,120,45
8017345,18,28,166,76
8129173,98,7,176,66
8126169,122,39,132,72
8034749,20,14,167,68
8129168,217,36,259,114
8137514,4,37,220,101
6034306,82,30,111,58
8115663,189,27,255,107
6300426,146,38,146,76
8129175,96,26,119,59
6300425,64,26,218,93
8001130,202,35,213,97
8134910,172,36,182,87
8123484,106,36,178,86
8027312,159,36,254,112
8007364,96,5,91,35
8123482,92,21,178,76
8037805,219,17,245,97
8141731,197,16,167,69
8000090,83,28,144,69
8123442,137,26,118,58
8126174,5,32,238,104
8126173,63,38,147,76
8034750,163,12,154,62
8141730,65,6,168,63
6310706,171,15,150,62
8042106,83,38,112,64
8141732,166,24,207,88
8133423,111,7,117,46
8017347,15,19,211,86
8002241,97,27,166,76
8043423,250,25,230,97
9999510,30,6,160,60
8002237,258,39,256,115
8137515,90,20,195,81
6034311,54,21,225,92
8027359,22,14,134,56
8135789,171,16,189,77
8126176,77,34,127,67
8129176,73,5,190,70
8017346,22,25,231,97
8034751,18,20,97,47
8035542,292,19,257,102
8123483,25,7,133,51
8141729,6,6,79,32
8134908,99,35,191,90
8016920,130,16,144,61
8126175,291,19,254,101
6034309,92,15,89,41
8134909,119,22,159,70
8027357,211,31,186,85
8037804,7,26,275,113
8123383,206,35,221,100
8000088,55,30,114,59
6034313,45,22,255,104
8135787,189,8,185,70
8131368,147,24,116,56
8041321,6,6,217,80
6533221,177,12,152,61
6034110,171,6,217,80
9999508,117,29,124,62
8142783,83,12,219,84
8001131,148,22,238,98
8000099,43,40,199,96
8017344,155,30,217,95
8032012,144,21,240,98
8129172,94,32,122,64
8126167,67,16,251,98
8126168,166,15,238,93
8034748,205,18,196,80
8010269,205,32,211,95
6030746,123,18,96,45
6030739,83,35,228,103
8129171,154,33,168,80
6530745,60,26,126,61
8129167,106,5,89,34
8129169,285,40,264,118
8137513,81,11,235,89
8007938,113,10,88,37
8129170,31,21,268,107
6034300,67,30,273,115
9999598,143,5,110,42
8115661,57,15,189,76
8035543,23,33,222,99
6300420,228,38,201,95
8129174,183,22,147,66
8043422,142,28,205,90
8023857,231,12,219,84
8023877,305,31,274,116
8023878,267,8,237,88
8124671,140,33,107,59
8023858,129,19,147,64
8023859,84,14,110,48
8023860,22,24,112,55
8023861,131,18,210,85
8023879,44,13,76,35
8023862,42,22,252,103
8023863,40,39,201,96
8023864,101,7,179,67
8023880,105,22,193,82
8023865,55,22,147,66
8023866,14,11,201,78
8023867,156,13,146,60
8023868,281,38,248,112
8023869,74,8,113,45
8023870,111,23,201,85
8023871,284,36,257,113
8023872,3,25,203,87
8023873,45,13,83,38
8023874,222,19,213,87
8023875,252,29,275,115
8023876,148,16,261,102
8136822,66,22,186,79
8136823,57,8,207,78
8136821,60,22,141,64
8136832,82,25,92,48
8136833,14,20,172,73
8136831,41,21,107,51
8136820,178,34,147,74
8136819,166,37,132,70
8140131,53,8,221,83
8138132,71,25,209,89
8138131,110,31,156,75
8121173,10,17,212,85
8121171,172,29,196,87
8140602,43,25,88,47
8121172,131,28,156,73
8121170,18,39,179,88
8140601,113,13,249,96
8114590,146,7,140,54
6034503,74,20,94,46
8014088,32,8,173,66
8022243,290,18,253,100
8022244,149,8,181,69
8022245,262,40,224,104
8022246,84,33,116,62
8005571,30,30,256,109
6310403,67,32,175,82
6310402,58,27,215,93
6300174,210,33,181,85
8008436,50,15,129,55
8020202,68,12,246,94
8135660,0,32,282,120
8127875,129,36,169,83
8134348,134,26,118,58
8135661,126,22,123,57
8122926,1,15,121,52
8016031,190,21,171,74
8118790,206,15,255,99
8141292,83,36,180,86
8118788,6,11,189,73
8118789,112,15,152,63
8143101,39,13,171,68
8141291,101,29,177,81
8139513,126,21,190,80
8141293,245,12,212,82
8139511,32,14,102,45
8139512,193,23,216,91
8143102,98,32,147,72
8013451,89,32,117,62
8013452,123,17,216,87
8143100,164,34,180,85
8032616,101,36,172,84
8029972,47,23,177,77
8029914,16,22,149,66
8134739,199,28,161,75
8030973,207,31,221,98
8030846,54,5,104,40
8042602,103,10,87,37
8111840,191,30,190,86
8021717,53,27,120,60
8022511,183,16,178,73
8021629,49,15,229,90
8021711,3,30,153,73
8125361,58,6,90,35
8110877,59,16,101,46
8138739,91,10,82,35
8041567,170,34,141,71
8127124,239,30,203,91
8141058,51,37,135,71
8127126,195,7,171,64
8140827,72,16,103,46
8126397,85,8,203,76
8143079,90,39,105,62
8126859,132,28,237,101
8033344,176,38,161,81
8033343,74,14,181,72
8130009,94,10,87,37
8037969,67,21,234,96
8035153,129,8,108,43
8114588,40,11,170,67
8111896,47,37,256,114
8126280,41,15,171,70
8039411,110,27,216,93
8033345,94,21,139,62
8042641,99,25,227,96
8037970,258,21,267,107
8142444,149,16,163,67
8135059,122,21,128,58
8130539,217,36,249,111
8126950,190,10,188,72
8130540,21,29,128,64
8130541,141,22,149,66
8132208,53,34,183,86
8126279,156,9,243,91
8121079,49,21,146,65
8135058,68,26,142,67
8134557,124,23,134,62
8138207,91,6,208,77
8118717,273,30,244,105
8118718,52,13,140,57
8129477,94,11,98,41
8118716,31,30,156,74
8037784,201,27,247,104
8119441,150,37,204,95
8120033,107,31,96,54
8142180,126,7,186,70
8126281,0,10,180,70
8141207,232,40,285,126
8140118,90,8,211,79
8140153,25,24,129,61
8126976,33,22,118,56
8024283,60,16,199,80
8110458,100,13,131,54
8014976,38,29,191,86
8009984,17,33,146,73
8008143,81,8,72,30
8022641,255,14,226,88
8118741,37,27,101,53
8039562,184,26,161,73
8120756,141,19,164,70
8120399,131,38,109,63
8039539,119,32,99,55
8130221,23,19,97,46
8021874,20,35,206,95
8128079,9,39,135,73
8114022,20,14,78,36
8026894,124,28,119,60
8142176,17,31,133,67
8125583,267,19,248,99
8036413,100,24,235,98
8134568,69,7,97,39
8109483,161,36,150,76
8109484,18,13,202,79
8120449,144,29,166,77
8120758,73,36,150,76
8137255,166,40,227,105
8031204,246,26,243,102
8109475,36,39,170,85
8142586,50,29,156,73
8117977,255,39,250,113
8113299,89,13,122,51
8127427,78,23,92,47
8021876,48,31,262,112
8026897,61,26,209,90
8033269,161,10,248,93
8141168,74,5,150,56
8137256,38,14,158,64
8136589,54,24,243,101
8040817,216,14,206,81
8021877,227,36,245,109
8021879,28,39,137,73
8117675,13,20,257,103
8142175,71,39,135,73
8117139,52,20,116,54
8021880,114,6,178,66
8022613,194,34,283,121
8117138,143,21,218,90
8031086,8,25,206,88
8138833,8,38,238,108
8126585,180,32,230,101
8120532,89,39,139,74
8134602,16,7,123,48
8120533,105,16,91,42
8111407,153,26,273,112
8111031,106,7,89,36
8120757,20,30,158,75
8026900,161,32,226,100
8142177,50,29,203,90
8142731,156,11,231,88
8143556,224,15,217,86
8143103,40,20,211,87
8040547,24,6,148,56
8040548,28,35,246,109
8040545,311,39,287,126
8040546,70,38,117,66
8039854,45,15,153,63
8120846,142,20,245,99
8136035,109,17,202,82
8043056,38,10,177,68
8043055,75,5,198,73
8043054,239,12,203,79
8138209,24,32,195,89
8121257,28,16,145,61
8121263,20,36,244,109
8137611,116,27,211,91
8121258,137,38,162,81
8121262,119,21,258,104
8135916,14,32,140,70
8121254,33,39,107,63
8138208,132,22,246,100
8135917,46,12,173,68
8137610,18,36,142,73
8121259,16,17,91,43
8135918,32,38,222,102
8121253,116,16,263,102
8121252,120,22,97,48
8136654,192,37,153,78
8137609,29,29,147,70
8121261,99,30,242,104
8135919,4,28,92,50
8142671,163,32,240,105
8141323,128,27,112,57
8137612,11,30,220,97
8121255,168,33,221,99
8121256,66,31,163,77
8143115,178,23,194,83
8143116,236,27,219,94
8143114,90,19,211,86
8143117,8,40,237,109
8143118,96,17,109,49
8122601,183,15,167,68
8024799,24,25,86,46
8024800,112,35,149,75
8040634,103,13,172,69
8033911,6,31,107,58
8010441,162,10,129,52
8141760,117,37,103,60
8018315,9,32,264,113
8018314,164,34,136,70
8122602,111,22,240,98
8009832,133,26,207,89
8041313,119,12,127,52
8040635,89,5,167,62
8119085,240,36,204,95
8126066,56,6,158,59
8138144,144,28,141,68
8136422,53,6,216,80
8136421,56,26,112,56
8136420,80,7,220,82
8143654,101,5,190,70
8032038,14,26,128,62
8021606,8,16,239,94
8033910,104,35,116,63
8032039,30,21,98,48
8139337,58,17,77,38
8126400,155,7,200,75
8010460,6,12,257,98
8138331,169,9,156,60
8135488,27,14,225,88
8139745,38,9,74,32
8139332,7,25,178,79
8131022,113,36,254,112
8139336,162,31,190,87
8139333,66,8,112,44
8010357,112,38,179,87
8010358,75,30,98,54
8133424,95,9,89,37
8143774,111,40,190,93
8010459,37,7,136,52
8143773,284,31,263,112
8137500,149,16,248,97
8122599,138,23,135,62
8125658,30,9,189,72
8122600,104,16,204,82
8122598,66,18,105,48
8131023,100,7,67,28
8041109,110,36,128,68
8041110,115,26,98,51
8132310,143,10,256,96
8123175,111,22,227,94
8141761,83,21,190,80
8138332,289,31,261,112
8138333,32,35,131,69
8040302,125,35,97,57
8020838,137,22,125,58
8138928,46,8,204,77
8040349,167,40,206,98
8023364,210,25,245,102
8007454,105,17,177,73
8143513,26,28,150,71
8143514,143,8,114,45
8143515,156,18,135,59
8143516,106,23,97,49
8139520,6,7,230,85
8139529,121,14,105,46
8139522,12,33,136,69
8139521,108,28,138,67
8139530,79,18,104,48
8041165,66,21,142,63
8122743,98,18,266,105
8110298,44,40,159,82
8135140,164,36,153,77
8110297,1,18,105,48
8110296,10,26,121,59
8041166,5,12,97,42
8041167,106,38,283,124
8133769,241,25,254,105
8133768,31,21,186,79
8133772,155,36,226,103
8133771,115,14,120,51
8133773,63,40,113,66
8133780,58,40,222,104
8133787,181,40,157,81
8133798,27,32,141,70
8134718,66,15,167,68
8134719,74,21,208,86
8135732,94,35,121,65
8133770,82,19,93,45
8135191,176,15,221,87
8141702,108,31,95,53
8143685,222,26,244,102
8134721,12,23,85,45
8135736,144,8,188,71
8140612,73,13,76,35
8134723,126,22,100,49
8134722,150,23,124,58
8141897,154,16,152,64
8135734,163,28,139,67
8035213,155,19,202,83
8129567,159,7,216,80
8035212,35,11,94,40
8143687,43,7,117,46
8131372,102,18,202,82
8132484,48,17,226,90
8134307,110,9,70,30
8143433,61,7,114,44
8140793,153,15,152,63
8143432,26,8,89,36
8136956,21,36,259,114
8136728,74,24,164,73
8143431,180,5,198,73
8136729,43,20,149,65
8143434,54,39,177,87
8142453,81,35,271,118
8141886,135,12,115,48
8135730,75,24,259,106
8141703,302,39,278,123
8143686,212,39,195,94
8136762,147,33,132,68
8136763,123,8,203,76
8136957,301,39,269,120
8136958,234,39,258,116
8143690,13,14,182,73
8133764,67,37,117,65
8140618,58,8,226,84
8140619,147,9,110,44
8142934,88,11,216,83
8142937,28,37,109,62
8142936,2,6,137,52
8142935,224,8,255,94
8140616,37,40,222,104
8142939,32,35,264,115
8142938,36,18,92,44
8134711,201,7,214,79
8134712,140,7,120,47
8134713,15,11,231,88
8134714,88,9,118,47
8143274,225,8,215,80
8143275,151,18,139,60
8143276,153,36,182,87
8143277,85,17,109,49
8140611,137,26,196,86
8133767,44,17,179,74
8136959,35,25,159,72
8136960,64,8,78,33
8143675,168,36,201,94
8143676,157,40,218,102
8133766,135,16,263,102
8143689,175,13,142,58
8136963,42,9,114,46
8143688,57,6,75,30
8143588,42,7,90,36
8141682,3,8,160,61
8134720,160,31,214,95
8142921,165,8,224,84
8142924,75,40,259,117
8142923,25,23,124,58
8142922,93,16,129,56
8142925,263,11,254,96
8142920,91,8,194,73
8142928,101,25,250,104
8142930,99,13,115,49
8142929,183,26,258,107
8142926,88,10,230,87
8141892,124,32,213,95
8141891,116,36,240,107
8141903,18,30,220,97
8141898,129,5,117,44
8141904,176,20,140,62
8141905,161,10,207,79
8143674,36,27,156,72
8141893,167,17,140,60
8141895,61,21,82,42
8141894,237,28,273,114
8141896,115,26,191,84
8142933,151,23,125,59
8142932,101,15,164,67
8142931,215,17,219,88
8129705,37,8,161,62
8141887,2,35,146,74
8141888,264,18,262,103
8141890,31,22,208,87
8141889,88,34,158,77
8110921,66,33,242,106
8133765,66,9,134,53
8143279,2,19,158,68
8143278,171,32,264,113
8113387,15,13,111,47
8035292,4,23,126,59
8143837,42,15,158,65
8035293,46,12,87,38
8133796,117,13,212,83
8133793,60,16,103,46
8133795,75,22,180,77
8133789,204,5,254,92
8133791,99,7,99,39
8133783,14,15,244,95
8133784,78,11,214,82
8133785,7,31,152,73
8133786,89,37,190,91
8133801,161,28,243,103
8138368,4,6,255,93
8137419,59,12,140,57
8137422,69,9,170,65
8137421,87,13,159,64
8137420,13,18,80,40
8140791,69,11,150,60
8140789,53,25,154,70
8142913,192,36,208,96
8142914,16,22,197,83
8142915,60,8,174,66
8143679,91,8,125,49
8143678,50,22,112,54
8143681,243,34,277,119
8140790,18,15,99,44
8140788,24,17,203,82
8136121,224,26,226,96
8136122,33,29,126,63
8133800,65,12,191,75
8133799,217,24,211,89
8143710,190,16,247,97
8135862,99,38,172,85
8117604,62,40,210,100
8117603,272,35,243,108
8143711,9,14,103,45
8128607,208,25,207,89
8128608,237,16,214,85
8143708,38,27,174,78
8143712,270,37,230,105
8138977,8,21,125,57
8138979,30,37,141,73
8143709,96,37,103,60
8140307,151,10,234,88
8123446,201,31,191,87
8143586,63,36,119,65
8143587,113,32,112,60
8143707,121,19,235,95
8133778,97,38,145,75
8133810,129,15,100,45
8133774,177,15,263,102
8133776,84,26,143,67
8133803,133,19,137,60
8133805,264,22,231,95
8110922,125,14,165,67
8040515,141,37,156,79
8117606,146,35,138,71
8117605,182,38,157,80
8134059,28,23,86,45
8134061,217,5,226,82
6031148,49,21,184,78
6031149,117,23,146,66
8131331,95,8,164,63
6300364,20,16,147,62
6031147,38,8,210,79
6300365,91,38,143,75
8001045,272,5,249,90
6031146,81,30,143,70
8038725,162,36,189,90
8130505,126,39,170,85
8134792,242,34,281,120
8036039,30,25,161,73
8134793,46,40,113,66
8036044,283,36,271,118
8036045,82,24,86,46
8119296,193,30,210,93
8119295,16,5,203,74
8119299,119,9,199,76
8119298,20,35,155,77
8120380,143,8,179,68
8134794,41,26,126,61
8134795,203,9,167,64
8134797,44,8,85,35
8120379,301,39,285,125
8134796,272,28,235,100
8036091,111,15,230,90
8036093,169,26,262,109
8036089,225,25,254,105
8036090,32,24,254,105
8139482,46,30,95,53
8035970,108,22,208,87
8036085,42,38,171,85
8036086,130,38,266,118
8110868,63,10,79,34
8110867,147,20,181,76
8040182,15,40,272,121
8040181,78,18,203,83
8040177,167,22,189,80
8040178,121,36,263,115
8040180,32,24,86,46
8040179,45,34,156,77
8110619,89,21,106,51
8110618,113,24,208,88
8110865,120,19,231,93
8110864,92,33,104,58
8134798,91,18,138,60
8036057,53,13,143,59
8036058,68,18,240,96
8139481,172,10,140,56
8139480,156,6,190,70
8040164,151,7,145,55
8040162,52,23,154,69
8040163,103,27,208,90
8110880,90,13,92,41
8110881,72,12,103,44
8035966,173,9,170,65
8134804,59,21,91,46
8139479,114,24,191,82
8119305,116,33,175,83
8134800,151,25,177,78
8134799,37,24,191,82
8134803,138,13,229,89
8035969,169,5,168,62
8035968,132,16,104,47
8040167,77,40,255,115
8040166,44,23,212,89
8110873,109,5,175,65
8110874,146,32,154,75
8143084,69,17,188,77
8143090,159,12,147,59
8143097,242,5,220,80
8143094,203,17,238,94
8143095,251,27,262,109
8143096,83,33,216,97
8143091,74,9,161,62
8035962,20,20,191,80
8110878,137,13,178,71
8110879,184,6,254,93
8036041,119,21,113,53
8036042,59,32,228,101
8119301,193,9,157,61
8119302,3,28,226,97
8119304,98,10,75,33
8119303,77,27,129,63
8036087,129,18,197,81
8110885,25,11,100,42
8110884,182,10,182,70
8040176,17,18,152,65
8040175,131,31,170,80
8110631,18,20,128,58
8141051,21,12,170,67
8134801,60,10,131,52
8134802,111,20,195,81
8130504,14,35,140,72
8143180,118,16,97,44
8143181,3,39,277,122
8143179,102,30,100,55
8143182,90,38,119,66
8038940,41,7,108,42
8141641,3,23,234,97
8133612,136,19,267,106
6300383,54,40,226,105
6300390,4,9,193,73
8128519,131,32,279,118
8134923,125,5,175,65
8134925,7,35,144,73
8135477,109,15,130,55
8143943,118,20,228,93
8016746,84,38,287,125
8016747,174,19,141,62
8128521,190,27,187,83
8134926,2,28,198,88
8016748,32,24,105,52
8135478,235,30,280,118
8016744,32,22,112,54
8016745,24,18,208,85
6033117,272,22,234,96
6300381,205,7,245,90
6300382,35,12,123,51
8143947,26,30,94,52
8119433,107,14,254,98
8134928,59,6,111,43
8110400,119,36,161,80
8110398,216,19,235,95
8110399,85,8,100,40
8119436,5,33,222,99
8114786,96,20,118,54
8114787,74,38,150,77
8134927,69,7,71,29
8114788,47,34,150,75
8114784,135,27,123,61
8114785,163,20,206,85
8143945,67,37,281,122
8143941,65,14,244,95
8040220,28,29,174,80
8034453,9,39,168,84
8034454,113,11,195,75
8034455,65,24,215,91
8034451,131,18,139,60
8034452,46,25,163,73
8143944,41,37,265,117
8128520,306,40,285,126
8010437,106,10,146,58
8010438,4,36,232,105
8141294,216,29,275,115
8010439,125,5,149,55
8135479,87,13,162,65
8010435,51,30,130,65
8010436,158,28,157,73
8143942,20,36,166,82
8040223,11,7,256,94
6300346,269,17,244,96
8005501,11,23,133,62
8134820,70,10,250,94
8134821,35,20,265,106
8134823,219,5,196,72
8134822,174,19,173,73
8134818,92,8,146,56
8134819,20,32,122,64
8143946,152,20,161,69
8143787,131,12,94,41
8143788,149,17,204,82
8143785,37,32,185,86
8143786,39,24,113,55
8137713,143,32,123,64
8130932,188,12,212,82
8130931,89,7,121,47
8130930,210,28,267,112
8042661,155,28,201,89
8042870,196,23,255,104
8042864,42,27,137,66
8042865,217,39,247,112
8042871,66,24,84,45
8130940,9,20,264,105
8130941,120,22,119,56
8130935,138,26,176,79
8130929,66,14,243,94
8130934,60,9,130,51
8130933,244,40,220,103
8115825,68,36,195,92
8115824,42,35,235,105
8134249,6,39,129,71
8021502,37,16,80,38
8134672,46,5,228,83
8004799,116,12,134,55
8140276,120,20,107,50
8140274,144,17,148,63
8143511,116,13,124,52
8140273,114,6,181,67
8140275,163,8,143,55
8143512,50,30,93,52
8117942,283,39,286,125
8141670,40,36,251,111
8141744,127,20,201,83
8004250,119,24,193,83
8141746,51,12,125,52
8141745,107,17,96,45
8112003,123,6,116,45
8112004,59,22,226,93
8141400,51,21,127,58
8004804,74,31,123,63
8134812,56,16,98,45
8134731,168,8,245,91
8134810,65,27,277,115
8135781,83,26,223,95
8135780,122,25,143,66
8135782,235,24,249,103
8023090,194,26,214,92
8033409,186,21,223,92
8128091,19,25,114,56
8128090,307,33,273,117
8128089,38,5,213,78
8128088,183,9,223,84
8119277,183,36,241,108
8009499,82,14,87,40
8009498,115,33,99,56
8136222,152,31,245,106
8139938,203,35,273,118
8139939,22,18,108,50
8024662,219,9,181,69
8024663,3,12,246,94
8036784,29,15,169,69
8032568,114,14,230,90
8134436,100,15,193,77
8134440,66,9,220,83
6530316,128,35,129,68
8001114,66,13,113,48
8019442,37,35,107,60
8134438,199,38,219,101
8134439,51,40,239,110
8134437,31,18,204,83
8031775,29,31,168,79
6310585,40,32,142,71
8128633,23,6,109,42
8128634,91,26,230,97
8111808,171,16,206,83
8141939,76,6,140,53
8123700,80,27,133,64
8031791,124,24,105,52
8031792,234,36,285,123
8128630,91,27,98,52
8128631,43,38,138,73
6310583,248,30,248,106
8031768,213,29,227,98
8031782,21,13,113,48
6310584,125,26,128,62
8031769,79,5,82,32
8031776,59,16,188,76
8111807,126,29,243,104
8031770,127,32,128,66
8031779,156,22,211,88
8031771,191,24,170,75
8031781,11,26,189,83
8143888,96,10,193,74
8132862,80,17,173,72
8143889,106,9,154,60
8143894,264,7,224,83
8143893,137,26,246,103
8040418,129,19,178,75
8143890,65,26,180,80
8143891,51,10,76,33
8031786,110,38,109,63
8022324,142,7,125,48
8028230,18,17,254,100
8118701,4,9,174,67
8027908,156,40,146,77
8133708,70,20,257,103
8022323,160,6,172,64
8027907,261,32,238,104
8035937,54,21,167,72
6535972,97,36,100,58
6535973,126,14,158,64
8131332,196,32,185,86
6535974,26,6,98,38
6535976,48,28,156,73
8038724,96,6,229,84
6039798,108,11,136,55
6039799,184,30,238,103
8039017,239,32,220,98
8039014,14,38,102,60
6039794,178,37,269,118
6039770,47,10,178,69
6039771,95,12,98,42
6039767,93,19,88,43
6039766,301,26,271,112
6039811,105,21,256,103
6039812,226,37,204,95
6039808,2,14,90,41
8014161,1,14,120,51
8014158,43,21,218,90
6032669,99,18,192,79
6032668,67,17,199,81
6032666,118,16,216,86
8140036,31,32,169,80
8020413,151,8,119,47
8025248,4,8,87,36
8020017,83,7,115,45
8041823,70,27,245,103
8041824,56,30,109,58
8142755,23,14,95,42
8142756,199,35,179,85
6533119,83,39,126,69
8019984,303,38,280,123
8126684,227,13,248,95
8029614,159,36,133,70
6300503,133,40,193,94
8142357,274,13,236,91
8117996,58,38,288,126
8032465,47,27,189,84
8014740,92,11,93,40
8141799,144,17,162,68
8141631,165,32,246,107
8010901,115,17,152,64
8132174,163,37,192,91
8038698,206,19,244,98
8034849,261,36,253,112
8141173,80,39,155,80
8136351,43,13,81,37
8141630,127,37,202,95
8124649,149,28,195,86
8129449,78,11,142,57
8019887,169,6,130,49
8034848,83,32,113,60
8132173,85,17,243,96
8021756,136,27,164,75
8032153,7,35,272,118
8141796,125,22,161,71
8029615,99,32,162,78
8001249,261,12,256,97
8001250,148,36,161,80
8038184,219,17,234,93
8026153,161,16,162,67
8133036,151,37,164,81
8014146,158,5,197,72
8029077,86,37,226,103
8124652,169,25,174,77
8025472,83,14,163,66
8135483,152,18,120,54
8124653,149,26,272,112
8142358,192,33,179,84
8113512,212,28,225,97
8113511,116,31,171,80
8026151,119,5,199,73
8031494,124,35,152,76
8118467,205,10,200,77
8033431,84,20,198,82
8143421,202,29,253,107
8042442,81,31,183,84
8136363,51,37,214,99
8141175,190,35,151,76
8131717,80,7,108,42
8141637,157,11,144,58
8040048,19,21,139,62
8036587,65,25,247,103
8020606,160,39,246,111
8020604,4,38,137,73
8020605,191,23,173,76
8114425,91,5,209,76
8034850,9,29,120,61
8132042,122,24,223,94
8129448,38,29,229,99
8135484,229,39,213,100
8013459,190,10,161,63
8012988,37,21,181,77
8113509,97,16,243,95
8016938,124,5,113,43
8127816,175,18,213,86
8127817,171,14,204,81
8114974,63,40,192,93
8114973,22,36,113,63
8038719,47,18,185,76
8043405,31,26,213,91
8043401,107,32,174,82
8143423,203,25,231,97
8143136,71,25,134,63
8139141,34,16,107,48
8139139,67,11,97,41
8139140,43,5,194,71
8019136,136,34,193,90
8032159,259,6,244,89
8114423,134,18,190,78
8114422,6,7,169,64
6300285,162,30,140,69
8121131,39,9,104,42
8114426,230,34,269,116
8138137,72,38,214,100
8038862,6,30,138,68
8127815,61,25,187,82
8127814,40,39,154,79
8033811,4,11,76,34
8033810,8,5,108,41
8114975,151,37,202,95
8114976,60,23,103,51
8034462,40,10,158,62
8138367,38,9,136,53
8142437,66,10,104,43
8140644,154,26,114,57
8029617,26,30,126,64
8038860,83,34,219,99
8020732,227,9,225,85
8010823,30,38,150,77
6310149,72,27,207,90
8020273,149,15,265,103
8123471,33,6,219,81
8010431,237,39,256,115
8010432,298,14,264,102
8141172,220,19,188,78
8032152,98,11,140,56
8034463,236,22,258,105
8021431,103,37,224,102
8125501,121,6,106,41
8125494,135,13,259,99
8125496,78,23,92,47
8132740,66,5,126,47
8125491,33,40,222,104
8125487,162,36,181,87
8125488,163,24,135,63
8125489,138,17,177,73
8134492,179,7,180,68
8125492,0,10,242,91
8127290,126,31,217,96
8127289,23,16,87,41
8119132,113,32,203,92
6310128,9,37,98,58
6033320,225,22,192,82
8009617,140,25,194,84
6310129,189,20,162,70
8009618,233,8,231,86
6034341,103,27,190,84
8129041,77,16,154,64
8028453,118,29,272,114
8129042,148,40,127,70
8028454,77,18,97,46
8136134,118,28,125,62
8136135,124,16,95,44
9999596,43,11,93,40
6031184,207,33,178,84
8033861,13,38,250,112
9999597,47,26,201,87
6030179,50,5,140,52
8033844,14,16,144,61
8041506,10,20,82,42
8033784,102,7,174,65
8134833,23,38,198,94
8004009,165,20,260,104
8007603,81,26,106,54
8007211,146,33,147,73
8011759,110,18,139,60
6530707,103,28,239,102
6530706,48,23,85,45
8005267,55,6,216,80
8005268,46,14,178,71
8005269,182,18,180,75
8005270,83,26,128,62
8005271,182,11,205,79
8005272,185,26,255,106
8136619,13,19,79,40
8018850,226,32,208,94
8007212,73,12,136,55
8023462,62,17,179,74
8004008,56,39,289,127
6033321,152,22,201,85
8000215,125,14,156,64
8139024,203,8,241,90
8136618,266,20,254,102
8139023,16,32,226,100
8136617,85,18,90,43
8014822,137,17,182,75
8009708,120,13,226,88
8013670,215,36,203,94
8013671,160,11,141,57
8027001,90,33,217,97
8013667,21,16,150,63
9999515,85,21,234,96
8013669,289,30,249,107
9999516,50,35,186,88
8013666,36,18,187,77
8022985,30,16,120,52
8024565,105,12,84,37
8138103,167,5,187,69
8138101,22,9,167,64
8138099,65,11,142,57
